
code	|	name	|	preferred name	|	taxid
1	|	Prevotella nigrescens	|	 	|	28133
1	|	Gluconacetobacter europaeus	|	Komagataeibacter europaeus	|	33995
1	|	Sphingobium quisquiliarum	|	 	|	538379
1	|	Desulfovibrio vulgaris	|	 	|	881
1	|	Pseudoalteromonas agarivorans	|	 	|	176102
2	|	Streptomyces fulvissimus	|	Streptomyces microflavus	|	1919
1	|	Lactobacillus coryniformis	|	Loigolactobacillus coryniformis	|	1610
1	|	Megasphaera elsdenii	|	 	|	907
1	|	Porphyromonas cangingivalis	|	 	|	36874
1	|	Butyrivibrio hungatei	|	 	|	185008
1	|	Parabacteroides goldsteinii	|	 	|	328812
1	|	Luteibacter sp.	|	 	|	1886636
1	|	Pseudomonas sp.	|	 	|	306
1	|	Acidithiobacillus thiooxidans	|	 	|	930
1	|	Escherichia fergusonii	|	 	|	564
1	|	Staphylococcus xylosus	|	 	|	1288
1	|	Eubacterium rectale	|	[Eubacterium] rectale	|	39491
1	|	Paenibacillus sp.	|	 	|	58172
1	|	Parabacteroides merdae	|	 	|	46503
1	|	Vibrio rotiferianus	|	 	|	190895
1	|	Lactobacillus hilgardii	|	Lentilactobacillus hilgardii	|	1588
1	|	Erwinia pyrifoliae	|	 	|	79967
1	|	Methylophilaceae bacterium	|	 	|	2030816
1	|	Fusobacterium gonidiaformans	|	 	|	849
1	|	Megamonas hypermegale	|	 	|	158847
1	|	Mycobacterium setense	|	Mycolicibacterium setense	|	431269
1	|	Candidatus Glomeribacter	|	 	|	224135
1	|	Acinetobacter indicus	|	 	|	756892
1	|	Vibrio breoganii	|	 	|	553239
1	|	Lactobacillus sakei	|	Latilactobacillus sakei	|	1599
1	|	Prevotella oralis	|	 	|	28134
1	|	Borrelia miyamotoi	|	 	|	47466
1	|	Plesiomonas shigelloides	|	 	|	703
1	|	Bilophila wadsworthia	|	 	|	35833
2	|	Shewanella haliotis	|	Shewanella algae	|	38313
1	|	Mesorhizobium plurifarium	|	 	|	69974
1	|	Prevotella maculosa	|	 	|	439703
1	|	Pseudomonas mendocina	|	 	|	300
1	|	Rhizobium sp.	|	 	|	391
1	|	Cupriavidus metallidurans	|	 	|	119219
1	|	Lactobacillus mucosae	|	Limosilactobacillus mucosae	|	97478
1	|	Aeromonas media	|	 	|	651
1	|	Bradyrhizobium yuanmingense	|	 	|	108015
1	|	Acinetobacter venetianus	|	 	|	52133
1	|	Prevotella intermedia	|	 	|	28131
1	|	Eubacterium siraeum	|	[Eubacterium] siraeum	|	39492
1	|	Shewanella xiamenensis	|	 	|	332186
1	|	Propionibacterium granulosum	|	Cutibacterium granulosum	|	33011
1	|	Borrelia parkeri	|	 	|	141
1	|	Amycolatopsis thermoflava	|	 	|	84480
1	|	Bifidobacterium pseudolongum	|	 	|	1694
1	|	Ochrobactrum anthropi	|	Brucella anthropi	|	529
1	|	Paenibacillus massiliensis	|	 	|	225917
1	|	Pseudoxanthomonas suwonensis	|	 	|	314722
1	|	Bifidobacterium pseudocatenulatum	|	 	|	28026
1	|	Micrococcus luteus	|	 	|	1270
1	|	Paenibacillus alvei	|	 	|	44250
1	|	Prevotella veroralis	|	 	|	28137
1	|	Xanthomonas translucens	|	 	|	343
1	|	Nocardiopsis dassonvillei	|	 	|	2014
1	|	Mannheimia varigena	|	 	|	85404
1	|	Parvimonas micra	|	 	|	33033
1	|	Amycolatopsis orientalis	|	 	|	31958
1	|	gamma proteobacterium	|	Gammaproteobacteria bacterium	|	1913989
1	|	Bacillus mojavensis	|	 	|	72360
1	|	Neisseria lactamica	|	 	|	486
1	|	Avibacterium paragallinarum	|	 	|	728
1	|	Campylobacter upsaliensis	|	 	|	28080
1	|	Sphingomonas sp.	|	 	|	28214
1	|	Williamsia sp.	|	 	|	1872085
1	|	Azospirillum brasilense	|	 	|	192
1	|	Mesorhizobium opportunistum	|	 	|	593909
1	|	Enterobacteriaceae bacterium	|	 	|	1849603
1	|	Desulfovibrio africanus	|	Desulfocurvibacter africanus	|	873
1	|	Campylobacter lari	|	 	|	201
1	|	Burkholderia terrae	|	Paraburkholderia terrae	|	311230
1	|	Alcaligenes faecalis	|	 	|	511
1	|	Streptococcus parasanguinis	|	 	|	1318
1	|	Prevotella buccalis	|	 	|	28127
1	|	Aggregatibacter aphrophilus	|	 	|	732
1	|	Burkholderia xenovorans	|	Paraburkholderia xenovorans	|	36873
1	|	Methylophilus sp.	|	 	|	29541
1	|	Sphingobium yanoikuyae	|	 	|	13690
1	|	Methylobacter tundripaludum	|	 	|	173365
1	|	Aeromonas bestiarum	|	 	|	105751
1	|	Acidovorax avenae	|	 	|	80867
1	|	Paenibacillus chitinolyticus	|	 	|	79263
1	|	Idiomarina loihiensis	|	 	|	135577
1	|	Streptomyces erythrochromogenes	|	 	|	285574
1	|	Vibrio sp.	|	 	|	678
1	|	Listeria fleischmannii	|	 	|	1069827
1	|	Arthrobacter sp.	|	 	|	1667
1	|	Aeromonas jandaei	|	 	|	650
1	|	Mobiluncus curtisii	|	 	|	2051
1	|	Streptococcus infantarius	|	 	|	102684
1	|	Acidovorax radicis	|	 	|	758826
1	|	Rubrivivax benzoatilyticus	|	 	|	316997
1	|	Clostridium saccharoperbutylacetonicum	|	 	|	36745
1	|	Mycetocola saprophilus	|	 	|	76636
1	|	Rhodothermus marinus	|	 	|	29549
1	|	cyanobacterium UCYN-A	|	Candidatus Atelocyanobacterium thalassa	|	713887
1	|	Paraprevotella clara	|	 	|	454154
1	|	Streptomyces novaecaesareae	|	 	|	68244
1	|	Vibrio orientalis	|	 	|	28175
1	|	Streptomyces varsoviensis	|	 	|	67373
1	|	Streptomyces aureocirculatus	|	 	|	67275
1	|	Streptomyces bicolor	|	 	|	66874
1	|	Hydrogenobacter thermophilus	|	 	|	940
1	|	Burkholderia glathei	|	Caballeronia glathei	|	60547
1	|	Clostridium cellulovorans	|	 	|	1493
1	|	Bifidobacterium gallicum	|	 	|	78342
1	|	Corynebacterium doosanense	|	 	|	1121358
1	|	Porphyromonas endodontalis	|	 	|	28124
1	|	Corynebacterium aurimucosum	|	 	|	169292
1	|	Bradyrhizobium genosp.	|	 	|	216379
1	|	Helicobacter canadensis	|	 	|	123841
1	|	Streptomyces clavuligerus	|	 	|	1901
3	|	Cyanothece sp.	|	 	|	 
1	|	Clostridium kluyveri	|	 	|	1534
1	|	Nocardia rhamnosiphila	|	 	|	426716
1	|	Bordetella avium	|	 	|	521
1	|	Leptospira biflexa	|	 	|	172
1	|	Dokdonia donghaensis	|	 	|	326320
1	|	Yersinia rohdei	|	 	|	29485
1	|	Thermodesulfobacterium commune	|	 	|	1741
1	|	Oscillatoria formosa	|	Kamptonema formosum	|	331992
1	|	Acidithiobacillus ferrooxidans	|	 	|	920
1	|	Hyalangium minutum	|	 	|	394096
1	|	Kitasatospora setae	|	 	|	2066
1	|	Corynebacterium efficiens	|	 	|	152794
2	|	Caulobacter crescentus	|	Caulobacter vibrioides	|	155892
1	|	Streptomyces anulatus	|	 	|	1892
1	|	Sulfuricurvum sp.	|	 	|	2025608
1	|	Alteromonas sp.	|	 	|	232
1	|	Serratia sp.	|	 	|	616
1	|	bacterium OL-1	|	 	|	1504822
1	|	Clostridium sp.	|	 	|	1506
1	|	Bacillus sp.	|	Bacillus sp. (in: Bacteria)	|	1409
1	|	Haemophilus sp.	|	 	|	740
1	|	Yersinia kristensenii	|	 	|	28152
1	|	Microbacterium sp.	|	 	|	51671
1	|	Bifidobacterium cuniculi	|	 	|	1688
1	|	Bifidobacterium merycicum	|	 	|	78345
1	|	Bifidobacterium boum	|	 	|	78343
1	|	Bacteroides sp.	|	 	|	29523
1	|	Bacteroidales bacterium	|	 	|	2030927
1	|	Labrenzia sp.	|	 	|	1885934
1	|	Asaia platycodi	|	 	|	610243
1	|	Paenibacillus graminis	|	 	|	189425
1	|	Sulfitobacter donghicola	|	 	|	421000
1	|	Deinococcus wulumuqiensis	|	 	|	980427
1	|	Saccharopolyspora rectivirgula	|	 	|	28042
1	|	Hyphomonas neptunium	|	 	|	81032
1	|	Aeromonas diversa	|	 	|	502790
1	|	Clostridium pasteurianum	|	 	|	1501
1	|	Kosakonia sacchari	|	 	|	1158459
1	|	Lawsonia intracellularis	|	 	|	29546
1	|	Coriobacteriaceae bacterium	|	 	|	2011094
1	|	Thalassobacter stenotrophicus	|	 	|	266809
1	|	Acinetobacter brisouii	|	 	|	396323
1	|	Elizabethkingia meningoseptica	|	 	|	238
1	|	Pseudomonas parafulva	|	 	|	157782
1	|	Candidatus Kinetoplastibacterium	|	 	|	33055
1	|	Nocardia carnea	|	 	|	37328
1	|	Enterococcus gilvus	|	 	|	160453
1	|	Enterococcus caccae	|	 	|	317735
1	|	Enterococcus phoeniculicola	|	 	|	154621
1	|	Enterococcus moraviensis	|	 	|	155617
1	|	Enterococcus haemoperoxidus	|	 	|	155618
1	|	Enterococcus pallens	|	 	|	160454
1	|	Enterococcus asini	|	 	|	57732
1	|	Enterococcus villorum	|	 	|	112904
1	|	Enterococcus raffinosus	|	 	|	71452
1	|	Enterococcus malodoratus	|	 	|	71451
1	|	Bifidobacterium scardovii	|	 	|	158787
1	|	Bifidobacterium asteroides	|	 	|	1684
1	|	Enterococcus sulfureus	|	 	|	1356
1	|	Enterococcus avium	|	 	|	33945
1	|	Enterococcus saccharolyticus	|	 	|	41997
1	|	alpha proteobacterium	|	Alphaproteobacteria bacterium	|	1913988
1	|	Hydrogenovibrio marinus	|	 	|	28885
1	|	Thermotoga hypogea	|	Pseudothermotoga hypogea	|	57487
1	|	Streptococcus massiliensis	|	 	|	313439
1	|	Sporomusa ovata	|	 	|	2378
1	|	Prevotella paludivivens	|	 	|	185294
1	|	Prevotella nanceiensis	|	 	|	425941
1	|	Pontibacillus marinus	|	 	|	273164
1	|	Pontibacillus halophilus	|	 	|	516704
1	|	Pasteurella pneumotropica	|	Rodentibacter pneumotropicus	|	758
1	|	Lysobacter defluvii	|	 	|	391738
1	|	Halomonas anticariensis	|	 	|	258591
1	|	Flavobacterium suncheonense	|	 	|	350894
1	|	Flavobacterium subsaxonicum	|	 	|	426226
1	|	Flavobacterium rivuli	|	 	|	498301
1	|	Desulfovibrio gigas	|	Megalodesulfovibrio gigas	|	879
1	|	Clostridium glycolicum	|	Terrisporobacter glycolicus	|	36841
1	|	Bifidobacterium subtile	|	 	|	77635
1	|	Bacteroides propionicifaciens	|	 	|	392838
1	|	Arenimonas oryziterrae	|	 	|	498055
1	|	Arenimonas composti	|	 	|	370776
1	|	Actinobaculum schaalii	|	Actinotignum schaalii	|	59505
1	|	Acinetobacter bouvetii	|	 	|	202951
1	|	Methylopila sp.	|	 	|	1871051
1	|	bacterium MS4	|	 	|	1120746
1	|	Rhodocyclaceae bacterium	|	 	|	1898103
1	|	Methylotenera versatilis	|	 	|	1055487
1	|	Nocardia asteroides	|	 	|	1824
1	|	Bartonella doshiae	|	 	|	33044
1	|	Thermoanaerobacterium aotearoense	|	 	|	47490
1	|	Streptacidiphilus albus	|	 	|	105425
1	|	Rhodospirillum rubrum	|	 	|	1085
1	|	Legionella massiliensis	|	 	|	1034943
1	|	Edwardsiella ictaluri	|	 	|	67780
2	|	SAR406 cluster	|	Candidatus Marinimicrobia	|	62680
1	|	Leminorella grimontii	|	 	|	82981
1	|	Methyloversatilis universalis	|	 	|	378211
1	|	Selenomonas sputigena	|	 	|	69823
1	|	Mycobacterium fortuitum	|	Mycolicibacterium fortuitum	|	1766
1	|	Ruminococcus albus	|	 	|	1264
1	|	Rhodonellum psychrophilum	|	 	|	336828
1	|	Vibrio tubiashii	|	 	|	29498
1	|	Bifidobacterium angulatum	|	 	|	1683
1	|	Myxococcus xanthus	|	 	|	34
1	|	Bifidobacterium choerinum	|	 	|	35760
1	|	Roseomonas mucosa	|	 	|	207340
1	|	Bifidobacterium minimum	|	 	|	1693
1	|	Kordiimonas gwangyangensis	|	 	|	288022
1	|	Streptomyces avermitilis	|	 	|	33903
1	|	Ketogulonicigenium vulgare	|	 	|	92945
1	|	Aphanocapsa montana	|	 	|	327565
1	|	Gordonia terrae	|	 	|	2055
1	|	Ectothiorhodospira haloalkaliphila	|	 	|	421628
1	|	Chloroflexus aurantiacus	|	 	|	1108
1	|	Bifidobacterium tsurumiense	|	 	|	356829
1	|	Borrelia coriaceae	|	 	|	144
1	|	Bacteroides barnesiae	|	Phocaeicola barnesiae	|	376804
1	|	Bifidobacterium psychraerophilum	|	 	|	218140
1	|	Enterococcus dispar	|	 	|	44009
1	|	Tepidanaerobacter acetatoxydans	|	 	|	499229
1	|	Fibrobacter succinogenes	|	 	|	833
1	|	Prolixibacter bellariivorans	|	 	|	314319
1	|	Prevotella albensis	|	 	|	77768
1	|	Geobacter metallireducens	|	 	|	28232
1	|	Coprobacillus sp.	|	 	|	2137881
1	|	Francisella noatunensis	|	 	|	657445
1	|	Hydrogenophaga intermedia	|	 	|	65786
1	|	Bartonella tamiae	|	 	|	373638
1	|	Gluconobacter oxydans	|	 	|	442
1	|	Bartonella clarridgeiae	|	 	|	56426
1	|	Bifidobacterium magnum	|	 	|	1692
1	|	Bacteroides gallinarum	|	 	|	376806
1	|	Atopobium vaginae	|	Fannyhessea vaginae	|	82135
1	|	Streptococcus pseudoporcinus	|	 	|	361101
1	|	Bacteroides graminisolvens	|	 	|	477666
1	|	Xanthobacteraceae bacterium	|	 	|	2021379
1	|	Lactobacillus kefiranofaciens	|	 	|	267818
1	|	Endozoicomonas elysicola	|	 	|	305900
1	|	Bacillus boroniphilus	|	Mesobacillus boroniphilus	|	308892
1	|	Sphingomonas paucimobilis	|	 	|	13689
1	|	Lysinibacillus sphaericus	|	 	|	1421
1	|	Porphyromonas uenonis	|	 	|	281920
1	|	Cytophaga fermentans	|	Saccharicrinis fermentans	|	982
1	|	Carnobacterium jeotgali	|	 	|	545534
1	|	Streptococcus urinalis	|	 	|	149016
1	|	Prevotella corporis	|	 	|	28128
1	|	Treponema socranskii	|	 	|	53419
1	|	Paracoccus pantotrophus	|	 	|	82367
1	|	Bifidobacterium ruminantium	|	 	|	78346
1	|	Atopobium minutum	|	 	|	1381
1	|	Herbaspirillum seropedicae	|	 	|	964
1	|	Prevotella marshii	|	 	|	189722
1	|	Megasphaera sp.	|	 	|	2023260
1	|	Enterobacter hormaechei	|	 	|	158836
1	|	Clostridium carboxidivorans	|	 	|	217159
1	|	Lactobacillus fabifermentans	|	Lactiplantibacillus fabifermentans	|	483011
1	|	Brochothrix thermosphacta	|	 	|	2756
1	|	Candidatus Ruthia	|	 	|	1541743
1	|	Staphylococcus massiliensis	|	 	|	555791
1	|	Pseudomonas bauzanensis	|	Halopseudomonas bauzanensis	|	653930
1	|	Staphylococcus caprae	|	 	|	29380
1	|	Nocardia seriolae	|	 	|	37332
1	|	Chlorogloeopsis fritschii	|	 	|	1124
1	|	Bartonella grahamii	|	 	|	33045
1	|	Lonsdalea quercina	|	 	|	71657
1	|	Streptomyces pluripotens	|	 	|	1355015
1	|	Thermobifida fusca	|	 	|	2021
1	|	Clostridium ultunense	|	Schnuerera ultunensis	|	45497
1	|	Fluoribacter dumoffii	|	 	|	463
1	|	Candidatus Photodesmus	|	 	|	1076727
1	|	Porphyromonadaceae bacterium	|	 	|	2049046
1	|	Clostridium stercorarium	|	Thermoclostridium stercorarium	|	1510
1	|	Gluconacetobacter diazotrophicus	|	 	|	33996
1	|	Turicibacter sanguinis	|	 	|	154288
3	|	endosymbiont of	|	 	|	 
1	|	Legionella oakridgensis	|	 	|	29423
1	|	Leuconostoc gasicomitatum	|	Leuconostoc gelidum subsp. gasicomitatum	|	115778
1	|	Streptomyces xanthophaeus	|	 	|	67385
1	|	Pseudomonas taiwanensis	|	 	|	470150
1	|	Actinobacillus suis	|	 	|	716
1	|	Helicobacter suis	|	 	|	104628
1	|	Saccharomonospora viridis	|	 	|	1852
1	|	Rickettsia bellii	|	 	|	33990
1	|	Actinoalloteichus cyanogriseus	|	 	|	65497
1	|	Virgibacillus sp.	|	 	|	1872700
1	|	Bacillus badius	|	 	|	1455
1	|	Helicobacter typhlonius	|	 	|	76936
1	|	Streptomyces viridosporus	|	 	|	67581
1	|	Bordetella trematum	|	 	|	123899
1	|	Phocaeicola abscessus	|	 	|	555313
1	|	Methylobacterium sp.	|	 	|	409
1	|	Mogibacterium timidum	|	 	|	35519
1	|	Bacillus ginsengihumi	|	Weizmannia ginsengihumi	|	363870
1	|	Tatumella ptyseos	|	 	|	82987
1	|	Desulfitobacterium dehalogenans	|	 	|	36854
1	|	Cetobacterium sp.	|	 	|	2071632
1	|	Rhodococcus rhodochrous	|	 	|	1829
1	|	Bacillus oceanisediminis	|	Cytobacillus oceanisediminis	|	665099
1	|	Treponema phagedenis	|	 	|	162
1	|	Enterobacter radicincitans	|	Kosakonia radicincitans	|	283686
1	|	Alcanivorax sp.	|	 	|	1872427
1	|	Yersinia intermedia	|	 	|	631
1	|	Burkholderia sp.	|	 	|	36773
1	|	Bacteroides caccae	|	 	|	47678
1	|	Staphylococcus arlettae	|	 	|	29378
1	|	Candidatus Microthrix	|	 	|	41949
1	|	Bacillus clausii	|	Alkalihalobacillus clausii	|	79880
1	|	Leuconostoc gelidum	|	 	|	1244
1	|	Acidithiobacillus caldus	|	 	|	33059
1	|	Clostridium clariflavum	|	Acetivibrio clariflavus	|	288965
1	|	Arthrospira maxima	|	Limnospira maxima	|	129910
1	|	Haemophilus sputorum	|	 	|	1078480
1	|	Desulfovibrio sp.	|	 	|	885
1	|	Borrelia valaisiana	|	Borreliella valaisiana	|	62088
1	|	Mycobacterium austroafricanum	|	Mycolicibacterium austroafricanum	|	39687
1	|	Chlamydophila abortus	|	Chlamydia abortus	|	83555
1	|	Pseudomonas fragi	|	 	|	296
1	|	Lactobacillus animalis	|	Ligilactobacillus animalis	|	1605
1	|	Pseudoxanthomonas sp.	|	 	|	1871049
1	|	Desulfotomaculum nigrificans	|	 	|	1565
1	|	Burkholderia zhejiangensis	|	Caballeronia zhejiangensis	|	871203
1	|	Actinomyces urogenitalis	|	 	|	103621
1	|	Prevotella bryantii	|	 	|	77095
1	|	Propionibacterium acidipropionici	|	Acidipropionibacterium acidipropionici	|	1748
1	|	Weissella koreensis	|	 	|	165096
1	|	Lactobacillus florum	|	Fructilactobacillus florum	|	640331
1	|	Oribacterium sp.	|	 	|	1969407
1	|	Lactobacillus vini	|	Liquorilactobacillus vini	|	238015
1	|	Robinsoniella peoriensis	|	 	|	180332
1	|	Sediminibacillus halophilus	|	 	|	482461
1	|	Corynebacterium glucuronolyticum	|	 	|	39791
1	|	Streptomyces baarnensis	|	 	|	66872
1	|	Bacillus endophyticus	|	Priestia endophytica	|	135735
1	|	Sporolactobacillus terrae	|	 	|	269673
1	|	Eremococcus coleocola	|	 	|	88132
1	|	Paenibacillus odorifer	|	 	|	189426
1	|	Chryseobacterium indologenes	|	 	|	253
1	|	Streptococcus hongkongensis	|	 	|	910939
1	|	Algibacter lectus	|	 	|	221126
1	|	Melissococcus plutonius	|	 	|	33970
1	|	Pectobacterium betavasculorum	|	 	|	55207
3	|	Listeriaceae bacterium	|	 	|	 
1	|	Pseudomonas thermotolerans	|	 	|	157784
1	|	Desulfovibrio alaskensis	|	Oleidesulfovibrio alaskensis	|	58180
1	|	Virgibacillus halodenitrificans	|	 	|	1482
1	|	Bacteroides eggerthii	|	 	|	28111
1	|	Geobacter sulfurreducens	|	 	|	35554
1	|	Alcanivorax borkumensis	|	 	|	59754
1	|	Geobacillus caldoxylosilyticus	|	Parageobacillus caldoxylosilyticus	|	81408
1	|	Pseudomonas poae	|	 	|	200451
1	|	Caulobacter henricii	|	 	|	69395
1	|	Pseudomonas tolaasii	|	 	|	29442
1	|	Porphyromonas gingivicanis	|	 	|	266762
1	|	Paenibacillus vortex	|	 	|	71995
1	|	Alicycliphilus denitrificans	|	 	|	179636
1	|	Pseudomonas nitroreducens	|	 	|	46680
1	|	Lysinibacillus boronitolerans	|	 	|	309788
3	|	Clostridium cf.	|	 	|	 
1	|	Lactobacillus curvatus	|	Latilactobacillus curvatus	|	28038
3	|	Clostridiales genomosp.	|	 	|	 
1	|	Pectobacterium atrosepticum	|	 	|	29471
1	|	Yokenella regensburgei	|	 	|	158877
1	|	Curtobacterium flaccumfaciens	|	 	|	2035
1	|	Streptomyces olivaceus	|	 	|	47716
1	|	Lactobacillus equi	|	Ligilactobacillus equi	|	137357
1	|	Prauserella rugosa	|	 	|	43354
1	|	Streptococcus sp.	|	 	|	1306
1	|	Staphylococcus sp.	|	 	|	29387
1	|	Rickettsia canadensis	|	 	|	788
1	|	Corynebacterium vitaeruminis	|	 	|	38305
1	|	Alloscardovia omnicolens	|	 	|	419015
1	|	Butyrivibrio sp.	|	 	|	28121
1	|	Kocuria polaris	|	 	|	136273
1	|	Methylomicrobium agile	|	 	|	39774
1	|	Saccharomonospora azurea	|	 	|	40988
1	|	Thermosipho africanus	|	 	|	2421
1	|	Exiguobacterium acetylicum	|	 	|	41170
1	|	Bacteroides salyersiae	|	 	|	291644
1	|	Arthrobacter aurescens	|	Paenarthrobacter aurescens	|	43663
1	|	Cloacibacillus evryensis	|	 	|	508460
3	|	Megasphaera genomosp.	|	 	|	 
1	|	Methylococcus capsulatus	|	 	|	414
1	|	Brevibacillus thermoruber	|	 	|	33942
1	|	Actinomyces georgiae	|	Schaalia georgiae	|	52768
1	|	Peptoniphilus sp.	|	 	|	1971214
1	|	Holospora undulata	|	 	|	1169117
1	|	Olsenella uli	|	 	|	133926
1	|	Desulfovibrio desulfuricans	|	 	|	876
1	|	Microbacterium laevaniformans	|	 	|	36807
1	|	Thermus oshimai	|	 	|	56957
1	|	Parabacteroides johnsonii	|	 	|	387661
1	|	Snodgrassella alvi	|	 	|	1196083
1	|	Methylobacterium oryzae	|	 	|	334852
1	|	Streptomyces purpeofuscus	|	Kitasatospora purpeofusca	|	67352
1	|	Staphylococcus simulans	|	 	|	1286
1	|	Akkermansia muciniphila	|	 	|	239935
1	|	Moorella thermoacetica	|	 	|	1525
1	|	Serratia symbiotica	|	 	|	138074
1	|	Gluconacetobacter rhaeticus	|	Komagataeibacter rhaeticus	|	215221
1	|	Bdellovibrio bacteriovorus	|	 	|	959
1	|	Anaerostipes caccae	|	 	|	105841
1	|	Alistipes onderdonkii	|	 	|	328813
1	|	Ruminococcus sp.	|	 	|	41978
1	|	Chromobacterium violaceum	|	 	|	536
1	|	Ruminococcus lactaris	|	[Ruminococcus] lactaris	|	46228
1	|	Mycobacterium gilvum	|	Mycolicibacterium gilvum	|	1804
1	|	Nocardiopsis halophila	|	 	|	141692
1	|	Rhizobium tropici	|	 	|	398
1	|	Helicobacter hepaticus	|	 	|	32025
1	|	Hallella seregens	|	 	|	52229
1	|	Listeria grayi	|	 	|	1641
1	|	Lactobacillus oris	|	Limosilactobacillus oris	|	1632
1	|	Glaciecola mesophila	|	Paraglaciecola mesophila	|	197222
1	|	Cupriavidus taiwanensis	|	 	|	164546
1	|	Variovorax paradoxus	|	 	|	34073
2	|	Haemophilus somnus	|	Histophilus somni	|	731
1	|	Chromohalobacter israelensis	|	 	|	141390
1	|	Ruminococcus flavefaciens	|	 	|	1265
1	|	Lachnospira multipara	|	 	|	28051
1	|	Bartonella washoensis	|	Bartonella washoeensis	|	186739
1	|	Prevotella pleuritidis	|	 	|	407975
1	|	Exiguobacterium antarcticum	|	 	|	132920
1	|	Mesorhizobium loti	|	 	|	381
1	|	Corynebacterium urealyticum	|	 	|	43771
1	|	Thermodesulfovibrio yellowstonii	|	 	|	28262
1	|	Veillonella montpellierensis	|	 	|	187328
1	|	Bacillus isronensis	|	Solibacillus isronensis	|	412383
1	|	Streptococcus vestibularis	|	 	|	1343
1	|	Blautia hansenii	|	 	|	1322
1	|	Alistipes finegoldii	|	 	|	214856
1	|	Pseudomonas alcaligenes	|	 	|	43263
2	|	Bacillus cibi	|	Metabacillus indicus	|	246786
1	|	Thauera sp.	|	 	|	1905334
1	|	Novosphingobium resinovorum	|	 	|	158500
1	|	Dermacoccus nishinomiyaensis	|	 	|	1274
1	|	Microbacterium paraoxydans	|	 	|	199592
1	|	Anaeromusa acidaminophila	|	 	|	81464
1	|	[Eubacterium] cylindroides	|	Faecalitalea cylindroides	|	39483
1	|	Paenibacillus lactis	|	 	|	228574
1	|	Paenibacillus barengoltzii	|	 	|	343517
1	|	Actinomyces sp.	|	 	|	29317
1	|	Serratia proteamaculans	|	 	|	28151
1	|	Hyphomicrobium sp.	|	 	|	82
1	|	Carboxydothermus ferrireducens	|	 	|	54265
1	|	Treponema vincentii	|	 	|	69710
1	|	Erysipelothrix rhusiopathiae	|	 	|	1648
1	|	Lactobacillus saerimneri	|	Ligilactobacillus saerimneri	|	228229
1	|	Lactobacillus equicursoris	|	 	|	420645
1	|	Exiguobacterium sp.	|	 	|	44751
1	|	Opitutaceae bacterium	|	 	|	2006848
1	|	Arthrobacter nicotinovorans	|	Paenarthrobacter nicotinovorans	|	29320
1	|	Actinomyces massiliensis	|	 	|	461393
1	|	Porphyromonas asaccharolytica	|	 	|	28123
1	|	Sulfobacillus thermosulfidooxidans	|	 	|	28034
1	|	Geobacillus subterraneus	|	 	|	129338
1	|	Burkholderia graminis	|	Paraburkholderia graminis	|	60548
1	|	Laribacter hongkongensis	|	 	|	168471
1	|	Porphyromonas sp.	|	 	|	1924944
1	|	Kocuria palustris	|	 	|	71999
1	|	Coprobacter fastidiosus	|	 	|	1099853
1	|	Burkholderiales bacterium	|	 	|	1891238
1	|	Campylobacter subantarcticus	|	 	|	497724
1	|	Caldanaerobacter subterraneus	|	 	|	911092
1	|	Carnobacterium inhibens	|	 	|	147709
1	|	Lactobacillus kunkeei	|	Apilactobacillus kunkeei	|	148814
1	|	Mariprofundus ferrooxydans	|	 	|	314344
1	|	Leptospira meyeri	|	 	|	29508
1	|	Leifsonia sp.	|	 	|	1870902
1	|	Mycobacterium cosmeticum	|	Mycolicibacterium cosmeticum	|	258533
1	|	Burkholderia cepacia	|	 	|	292
1	|	Dialister micraerophilus	|	 	|	309120
1	|	Bacteroides stercoris	|	 	|	46506
1	|	Burkholderia fungorum	|	Paraburkholderia fungorum	|	134537
1	|	Thalassolituus oleivorans	|	 	|	187493
1	|	Oligella urethralis	|	 	|	90245
1	|	Trueperella pyogenes	|	 	|	1661
1	|	Selenomonas noxia	|	 	|	135083
1	|	Phaeobacter daeponensis	|	Leisingera daeponensis	|	405746
1	|	Microbacterium hominis	|	 	|	162426
1	|	Sutterella wadsworthensis	|	 	|	40545
1	|	Pseudomonas synxantha	|	 	|	47883
1	|	Neisseria weaveri	|	 	|	28091
1	|	Lactobacillus pentosus	|	Lactiplantibacillus pentosus	|	1589
1	|	Aliivibrio salmonicida	|	 	|	40269
1	|	Slackia exigua	|	 	|	84109
1	|	Prevotella histicola	|	 	|	470565
1	|	Solobacterium moorei	|	 	|	102148
1	|	Streptomyces wedmorensis	|	 	|	43759
1	|	Nocardia otitidiscaviarum	|	 	|	1823
1	|	Hafnia alvei	|	 	|	569
1	|	Vibrio scophthalmi	|	 	|	45658
1	|	Kitasatospora sp.	|	 	|	1871188
1	|	Marinobacter salarius	|	 	|	1420917
1	|	Flavobacterium sp.	|	 	|	239
1	|	Bacillus azotoformans	|	Schinkia azotoformans	|	1454
1	|	Candidatus Blochmannia	|	 	|	203804
1	|	Exiguobacterium undae	|	 	|	169177
1	|	Vibrio furnissii	|	 	|	29494
1	|	Phaeobacter sp.	|	 	|	1902409
1	|	Methylocystis sp.	|	 	|	1911079
1	|	Eubacteriaceae bacterium	|	 	|	2049045
1	|	Erwinia oleae	|	 	|	796334
1	|	Gordonia amicalis	|	 	|	89053
1	|	Anaeromyxobacter dehalogenans	|	 	|	161493
